apt_name,total_taxiout_additional_minutes,delay_type,delay_minutes
Cologne-Bonn,15853.255,Capacity,7870
Cologne-Bonn,15853.255,Weather,0
Cologne-Bonn,15853.255,Event,0
Cologne-Bonn,15853.255,Staffing,178
Cologne-Bonn,14454.405,Disruption,0
Cologne-Bonn,14454.405,Capacity,6950
Cologne-Bonn,14454.405,Weather,1603
Cologne-Bonn,14454.405,Event,0
Cologne-Bonn,14454.405,Staffing,0
Cologne-Bonn,14816.09167,Disruption,0
Cologne-Bonn,14816.09167,Capacity,6700
Cologne-Bonn,14816.09167,Weather,0
Cologne-Bonn,14816.09167,Event,0
Cologne-Bonn,14816.09167,Staffing,0
Cologne-Bonn,10551.87167,Disruption,0
Cologne-Bonn,10551.87167,Capacity,976
Cologne-Bonn,10551.87167,Weather,1965
Cologne-Bonn,10551.87167,Event,0
Cologne-Bonn,10551.87167,Staffing,0
Cologne-Bonn,9775.89,Disruption,0
Cologne-Bonn,9775.89,Capacity,451
Cologne-Bonn,9775.89,Weather,1005
Cologne-Bonn,9775.89,Event,0
Cologne-Bonn,9775.89,Staffing,0
Cologne-Bonn,9484.11,Disruption,17
Cologne-Bonn,9484.11,Capacity,497
Cologne-Bonn,9484.11,Weather,952
Cologne-Bonn,9484.11,Event,0
Cologne-Bonn,9484.11,Staffing,0
Cologne-Bonn,8499.686667,Disruption,0
Cologne-Bonn,8499.686667,Capacity,692
Cologne-Bonn,8499.686667,Weather,0
Cologne-Bonn,8499.686667,Event,0
Cologne-Bonn,8499.686667,Staffing,0
Cologne-Bonn,9277.518333,Disruption,40
Cologne-Bonn,9277.518333,Capacity,881
Cologne-Bonn,9277.518333,Weather,342
Cologne-Bonn,9277.518333,Event,0
Cologne-Bonn,9277.518333,Staffing,0
Cologne-Bonn,12149.435,Disruption,0
Cologne-Bonn,12149.435,Capacity,500
Cologne-Bonn,12149.435,Weather,0
Cologne-Bonn,12149.435,Event,0
Cologne-Bonn,12149.435,Staffing,0
Cologne-Bonn,15229.855,Disruption,0
Cologne-Bonn,15229.855,Capacity,1478
Cologne-Bonn,15229.855,Weather,1918
Cologne-Bonn,15229.855,Event,0
Cologne-Bonn,15229.855,Staffing,0
Cologne-Bonn,13596.61167,Disruption,0
Cologne-Bonn,13596.61167,Capacity,1764
Cologne-Bonn,13596.61167,Weather,1070
Cologne-Bonn,13596.61167,Event,0
Cologne-Bonn,13596.61167,Staffing,0
Cologne-Bonn,14183.49,Disruption,0
Cologne-Bonn,14183.49,Capacity,3752
Cologne-Bonn,14183.49,Weather,1372
Cologne-Bonn,14183.49,Event,0
Cologne-Bonn,14183.49,Staffing,0
Cologne-Bonn,14229.89333,Disruption,9
Cologne-Bonn,14229.89333,Capacity,3904
Cologne-Bonn,14229.89333,Weather,336
Cologne-Bonn,14229.89333,Event,0
Cologne-Bonn,14229.89333,Staffing,0
Cologne-Bonn,11746.38333,Disruption,1686
Cologne-Bonn,11746.38333,Capacity,3533
Cologne-Bonn,11746.38333,Weather,535
Cologne-Bonn,11746.38333,Event,0
Cologne-Bonn,11746.38333,Staffing,0
Cologne-Bonn,13307.63667,Disruption,0
Cologne-Bonn,13307.63667,Capacity,3218
Cologne-Bonn,13307.63667,Weather,0
Cologne-Bonn,13307.63667,Event,0
Cologne-Bonn,13307.63667,Staffing,0
Cologne-Bonn,8619.226667,Disruption,0
Cologne-Bonn,8619.226667,Capacity,93
Cologne-Bonn,8619.226667,Weather,1607
Cologne-Bonn,8619.226667,Event,0
Cologne-Bonn,8619.226667,Staffing,0
Cologne-Bonn,8274.023333,Disruption,0
Cologne-Bonn,8274.023333,Capacity,356
Cologne-Bonn,8274.023333,Weather,236
Cologne-Bonn,8274.023333,Event,0
Cologne-Bonn,8274.023333,Staffing,0
Dusseldorf,20990.575,Disruption,0
Dusseldorf,20990.575,Capacity,61
Dusseldorf,20990.575,Weather,734
Dusseldorf,20990.575,Event,0
Dusseldorf,20990.575,Staffing,0
Dusseldorf,17049.27333,Disruption,0
Dusseldorf,17049.27333,Capacity,331
Dusseldorf,17049.27333,Weather,101
Dusseldorf,17049.27333,Event,0
Dusseldorf,17049.27333,Staffing,0
Dusseldorf,21718.28333,Disruption,0
Dusseldorf,21718.28333,Capacity,126
Dusseldorf,21718.28333,Weather,277
Dusseldorf,21718.28333,Event,0
Dusseldorf,21718.28333,Staffing,0
Dusseldorf,23313.57333,Disruption,0
Dusseldorf,23313.57333,Capacity,0
Dusseldorf,23313.57333,Weather,693
Dusseldorf,23313.57333,Event,0
Dusseldorf,23313.57333,Staffing,0
Dusseldorf,27265.03667,Disruption,0
Dusseldorf,27265.03667,Capacity,1153
Dusseldorf,27265.03667,Weather,5152
Dusseldorf,27265.03667,Event,0
Dusseldorf,27265.03667,Staffing,0
Dusseldorf,30405.78833,Disruption,504
Dusseldorf,30405.78833,Capacity,5946
Dusseldorf,30405.78833,Weather,1613
Dusseldorf,30405.78833,Event,0
Dusseldorf,30405.78833,Staffing,0
Dusseldorf,30562.99,Disruption,97
Dusseldorf,30562.99,Capacity,5321
Dusseldorf,30562.99,Weather,214
Dusseldorf,30562.99,Event,0
Dusseldorf,30562.99,Staffing,0
Dusseldorf,31489.14167,Disruption,0
Dusseldorf,31489.14167,Capacity,3198
Dusseldorf,31489.14167,Weather,999
Dusseldorf,31489.14167,Event,0
Dusseldorf,31489.14167,Staffing,0
Dusseldorf,34215.41,Disruption,0
Dusseldorf,34215.41,Capacity,11269
Dusseldorf,34215.41,Weather,1016
Dusseldorf,34215.41,Event,0
Dusseldorf,34215.41,Staffing,0
Dusseldorf,36373.14333,Disruption,0
Dusseldorf,36373.14333,Capacity,5665
Dusseldorf,36373.14333,Weather,931
Dusseldorf,36373.14333,Event,0
Dusseldorf,36373.14333,Staffing,0
Dusseldorf,26705.38667,Disruption,0
Dusseldorf,26705.38667,Capacity,1552
Dusseldorf,26705.38667,Weather,976
Dusseldorf,26705.38667,Event,0
Dusseldorf,26705.38667,Staffing,0
Dusseldorf,23333.19,Disruption,0
Dusseldorf,23333.19,Capacity,503
Dusseldorf,23333.19,Weather,478
Dusseldorf,23333.19,Event,0
Dusseldorf,23333.19,Staffing,0
Dusseldorf,22045.97167,Disruption,535
Dusseldorf,22045.97167,Capacity,423
Dusseldorf,22045.97167,Weather,1259
Dusseldorf,22045.97167,Event,0
Dusseldorf,22045.97167,Staffing,0
Dusseldorf,21226.07667,Disruption,90
Dusseldorf,21226.07667,Capacity,887
Dusseldorf,21226.07667,Weather,0
Dusseldorf,21226.07667,Event,0
Dusseldorf,21226.07667,Staffing,0
Dusseldorf,26486.90667,Disruption,135
Dusseldorf,26486.90667,Capacity,1822
Dusseldorf,26486.90667,Weather,367
Dusseldorf,26486.90667,Event,0
Dusseldorf,26486.90667,Staffing,0
Dusseldorf,26480.94167,Disruption,0
Dusseldorf,26480.94167,Capacity,542
Dusseldorf,26480.94167,Weather,1574
Dusseldorf,26480.94167,Event,0
Dusseldorf,26480.94167,Staffing,0
Dusseldorf,35934.875,Disruption,177
Dusseldorf,35934.875,Capacity,3337
Dusseldorf,35934.875,Weather,1534
Dusseldorf,35934.875,Event,0
Dusseldorf,35934.875,Staffing,0
Dusseldorf,32824.72,Disruption,0
Dusseldorf,32824.72,Capacity,11101
Dusseldorf,32824.72,Weather,1773
Dusseldorf,32824.72,Event,0
Dusseldorf,32824.72,Staffing,0
Dusseldorf,34750.54,Disruption,0
Dusseldorf,34750.54,Capacity,7484
Dusseldorf,34750.54,Weather,2036
Dusseldorf,34750.54,Event,0
Dusseldorf,34750.54,Staffing,0
Dusseldorf,36815.59167,Disruption,96
Dusseldorf,36815.59167,Capacity,5707
Dusseldorf,36815.59167,Weather,1306
Dusseldorf,36815.59167,Event,0
Dusseldorf,36815.59167,Staffing,0
Dusseldorf,37688.02,Disruption,0
Dusseldorf,37688.02,Capacity,14174
Dusseldorf,37688.02,Weather,886
Dusseldorf,37688.02,Event,0
Dusseldorf,37688.02,Staffing,0
Dusseldorf,41990.76,Disruption,0
Dusseldorf,41990.76,Capacity,16625
Dusseldorf,41990.76,Weather,803
Dusseldorf,41990.76,Event,0
Dusseldorf,41990.76,Staffing,0
Dusseldorf,19326.92833,Disruption,0
Dusseldorf,19326.92833,Capacity,1645
Dusseldorf,19326.92833,Weather,0
Dusseldorf,19326.92833,Event,0
Dusseldorf,19326.92833,Staffing,0
Dusseldorf,18028.29667,Disruption,0
Dusseldorf,18028.29667,Capacity,0
Dusseldorf,18028.29667,Weather,900
Dusseldorf,18028.29667,Event,0
Dusseldorf,18028.29667,Staffing,0
Dusseldorf,18497.87667,Disruption,390
Dusseldorf,18497.87667,Capacity,273
Dusseldorf,18497.87667,Weather,6675
Dusseldorf,18497.87667,Event,0
Dusseldorf,18497.87667,Staffing,0
Dusseldorf,18767.485,Disruption,345
Dusseldorf,18767.485,Capacity,746
Dusseldorf,18767.485,Weather,1760
Dusseldorf,18767.485,Event,0
Dusseldorf,18767.485,Staffing,0
Dusseldorf,10216.67,Disruption,0
Dusseldorf,10216.67,Capacity,246
Dusseldorf,10216.67,Weather,0
Dusseldorf,10216.67,Event,0
Dusseldorf,10216.67,Staffing,0
Dusseldorf,12623.73333,Disruption,0
Dusseldorf,12623.73333,Capacity,11
Dusseldorf,12623.73333,Weather,0
Dusseldorf,12623.73333,Event,0
Dusseldorf,12623.73333,Staffing,166
Dusseldorf,13311.23333,Disruption,0
Dusseldorf,13311.23333,Capacity,0
Dusseldorf,13311.23333,Weather,260
Dusseldorf,13311.23333,Event,0
Dusseldorf,13311.23333,Staffing,0
Dusseldorf,15027.04333,Disruption,0
Dusseldorf,15027.04333,Capacity,153
Dusseldorf,15027.04333,Weather,224
Dusseldorf,15027.04333,Event,0
Dusseldorf,15027.04333,Staffing,0
Dusseldorf,10974.895,Disruption,0
Dusseldorf,10974.895,Capacity,0
Dusseldorf,10974.895,Weather,269
Dusseldorf,10974.895,Event,0
Dusseldorf,10974.895,Staffing,0
Dusseldorf,8838.763333,Disruption,8
Dusseldorf,8838.763333,Capacity,0
Dusseldorf,8838.763333,Weather,0
Dusseldorf,8838.763333,Event,0
Dusseldorf,8838.763333,Staffing,0
Dusseldorf,6791.788333,Disruption,0
Dusseldorf,6791.788333,Capacity,0
Dusseldorf,6791.788333,Weather,90
Dusseldorf,6791.788333,Event,0
Dusseldorf,6791.788333,Staffing,0
Dusseldorf,9564.733333,Disruption,0
Dusseldorf,9564.733333,Capacity,493
Dusseldorf,9564.733333,Weather,0
Dusseldorf,9564.733333,Event,0
Dusseldorf,9564.733333,Staffing,0
Dusseldorf,14227.83667,Disruption,616
Dusseldorf,14227.83667,Capacity,1393
Dusseldorf,14227.83667,Weather,495
Dusseldorf,14227.83667,Event,0
Dusseldorf,14227.83667,Staffing,240
Dusseldorf,17603.12333,Disruption,0
Dusseldorf,17603.12333,Capacity,1782
Dusseldorf,17603.12333,Weather,137
Dusseldorf,17603.12333,Event,0
Dusseldorf,17603.12333,Staffing,0
Dusseldorf,18668.31167,Disruption,0
Dusseldorf,18668.31167,Capacity,351
Dusseldorf,18668.31167,Weather,0
Dusseldorf,18668.31167,Event,0
Dusseldorf,18668.31167,Staffing,0
Dusseldorf,16706.175,Disruption,0
Dusseldorf,16706.175,Capacity,150
Dusseldorf,16706.175,Weather,0
Dusseldorf,16706.175,Event,0
Dusseldorf,16706.175,Staffing,0
Dusseldorf,17902.27667,Disruption,0
Dusseldorf,17902.27667,Capacity,672
Dusseldorf,17902.27667,Weather,497
Dusseldorf,17902.27667,Event,0
Dusseldorf,17902.27667,Staffing,0
Dusseldorf,19255.10333,Disruption,0
Dusseldorf,19255.10333,Capacity,47
Dusseldorf,19255.10333,Weather,498
Dusseldorf,19255.10333,Event,0
Dusseldorf,19255.10333,Staffing,0
Dusseldorf,18042.925,Disruption,0
Dusseldorf,18042.925,Capacity,196
Dusseldorf,18042.925,Weather,0
Dusseldorf,18042.925,Event,0
Dusseldorf,18042.925,Staffing,0
Dusseldorf,12619.76333,Disruption,0
Dusseldorf,12619.76333,Capacity,125
Dusseldorf,12619.76333,Weather,0
Dusseldorf,12619.76333,Event,0
Dusseldorf,12619.76333,Staffing,0
Dusseldorf,9744.16,Disruption,0
Dusseldorf,9744.16,Capacity,0
Dusseldorf,9744.16,Weather,579
Dusseldorf,9744.16,Event,0
Dusseldorf,9744.16,Staffing,0
Dusseldorf,9043.25,Disruption,112
Dusseldorf,9043.25,Capacity,0
Dusseldorf,9043.25,Weather,85
Dusseldorf,9043.25,Event,0
Dusseldorf,9043.25,Staffing,0
Dusseldorf,10880.24,Disruption,49
Dusseldorf,10880.24,Capacity,199
Dusseldorf,10880.24,Weather,473
Dusseldorf,10880.24,Event,0
Dusseldorf,10880.24,Staffing,0
Dusseldorf,13816.25167,Disruption,120
Dusseldorf,13816.25167,Capacity,0
Dusseldorf,13816.25167,Weather,227
Dusseldorf,13816.25167,Event,0
Dusseldorf,13816.25167,Staffing,0
Dusseldorf,18361.915,Disruption,317
Dusseldorf,18361.915,Capacity,0
Dusseldorf,18361.915,Weather,44
Dusseldorf,18361.915,Event,0
Dusseldorf,18361.915,Staffing,0
Dusseldorf,20304.75167,Disruption,0
Dusseldorf,20304.75167,Capacity,1631
Dusseldorf,20304.75167,Weather,210
Dusseldorf,20304.75167,Event,0
Dusseldorf,20304.75167,Staffing,0
Dusseldorf,21589.005,Disruption,57
Dusseldorf,21589.005,Capacity,111
Dusseldorf,21589.005,Weather,1353
Dusseldorf,21589.005,Event,0
Dusseldorf,21589.005,Staffing,0
Dusseldorf,20435.15333,Disruption,0
Dusseldorf,20435.15333,Capacity,421
Dusseldorf,20435.15333,Weather,0
Dusseldorf,20435.15333,Event,0
Dusseldorf,20435.15333,Staffing,0
Dusseldorf,21381.93167,Disruption,322
Dusseldorf,21381.93167,Capacity,1097
Dusseldorf,21381.93167,Weather,1566
Dusseldorf,21381.93167,Event,0
Dusseldorf,21381.93167,Staffing,0
Dusseldorf,23977.23667,Disruption,212
Dusseldorf,23977.23667,Capacity,2027
Dusseldorf,23977.23667,Weather,0
Dusseldorf,23977.23667,Event,0
Dusseldorf,23977.23667,Staffing,0
Dusseldorf,13735.38833,Disruption,0
Dusseldorf,13735.38833,Capacity,133
Dusseldorf,13735.38833,Weather,547
Dusseldorf,13735.38833,Event,0
Dusseldorf,13735.38833,Staffing,0
Dusseldorf,11159.08167,Disruption,0
Dusseldorf,11159.08167,Capacity,0
Dusseldorf,11159.08167,Weather,142
Dusseldorf,11159.08167,Event,0
Dusseldorf,11159.08167,Staffing,0
Dusseldorf,10048.40333,Disruption,0
Dusseldorf,10048.40333,Capacity,0
Dusseldorf,10048.40333,Weather,914
Dusseldorf,10048.40333,Event,0
Dusseldorf,10048.40333,Staffing,0
Dusseldorf,13754.13833,Disruption,0
Dusseldorf,13754.13833,Capacity,0
Dusseldorf,13754.13833,Weather,405
Dusseldorf,13754.13833,Event,0
Dusseldorf,13754.13833,Staffing,0
Dusseldorf,14954.77333,Disruption,0
Dusseldorf,14954.77333,Capacity,0
Dusseldorf,14954.77333,Weather,357
Dusseldorf,14954.77333,Event,0
Dusseldorf,14954.77333,Staffing,0
Dusseldorf,18240.905,Disruption,0
Dusseldorf,18240.905,Capacity,206
Dusseldorf,18240.905,Weather,3726
Dusseldorf,18240.905,Event,0
Dusseldorf,18240.905,Staffing,0
Dusseldorf,20357.36167,Disruption,0
Dusseldorf,20357.36167,Capacity,0
Dusseldorf,20357.36167,Weather,268
Dusseldorf,20357.36167,Event,0
Dusseldorf,20357.36167,Staffing,0
Dusseldorf,21157.69,Disruption,0
Dusseldorf,21157.69,Capacity,275
Dusseldorf,21157.69,Weather,1038
Dusseldorf,21157.69,Event,0
Dusseldorf,21157.69,Staffing,0
Dusseldorf,20280.9,Disruption,0
Dusseldorf,20280.9,Capacity,458
Dusseldorf,20280.9,Weather,780
Dusseldorf,20280.9,Event,0
Dusseldorf,20280.9,Staffing,0
Dusseldorf,21568.68167,Disruption,0
Dusseldorf,21568.68167,Capacity,59
Dusseldorf,21568.68167,Weather,0
Dusseldorf,21568.68167,Event,0
Dusseldorf,21568.68167,Staffing,0
Dusseldorf,22207.50333,Disruption,0
Dusseldorf,22207.50333,Capacity,267
Dusseldorf,22207.50333,Weather,0
Dusseldorf,22207.50333,Event,0
Dusseldorf,22207.50333,Staffing,0
Dusseldorf,13550.39167,Disruption,0
Dusseldorf,13550.39167,Capacity,0
Dusseldorf,13550.39167,Weather,303
Dusseldorf,13550.39167,Event,0
Dusseldorf,13550.39167,Staffing,0
Munich,41258.46667,Disruption,0
Munich,41258.46667,Capacity,0
Munich,41258.46667,Weather,5899
Munich,41258.46667,Event,0
Munich,41258.46667,Staffing,0
Munich,33493.06833,Disruption,0
Munich,33493.06833,Capacity,0
Munich,33493.06833,Weather,3791
Munich,33493.06833,Event,0
Munich,33493.06833,Staffing,0
Munich,45202.345,Disruption,0
Munich,45202.345,Capacity,0
Munich,45202.345,Weather,830
Munich,45202.345,Event,0
Munich,45202.345,Staffing,0
Munich,47895.885,Disruption,0
Munich,47895.885,Capacity,0
Munich,47895.885,Weather,3370
Munich,47895.885,Event,0
Munich,47895.885,Staffing,0
Munich,60014.73167,Disruption,0
Munich,60014.73167,Capacity,0
Munich,60014.73167,Weather,19182
Munich,60014.73167,Event,0
Munich,60014.73167,Staffing,0
Munich,63123.93667,Disruption,0
Munich,63123.93667,Capacity,342
Munich,63123.93667,Weather,26269
Munich,63123.93667,Event,0
Munich,63123.93667,Staffing,0
Munich,61809.18833,Disruption,0
Munich,61809.18833,Capacity,2042
Munich,61809.18833,Weather,8810
Munich,61809.18833,Event,0
Munich,61809.18833,Staffing,0
Munich,58258.22667,Disruption,0
Munich,58258.22667,Capacity,0
Munich,58258.22667,Weather,6680
Munich,58258.22667,Event,0
Munich,58258.22667,Staffing,0
Munich,64582.025,Disruption,0
Munich,64582.025,Capacity,0
Munich,64582.025,Weather,4297
Munich,64582.025,Event,0
Munich,64582.025,Staffing,0
Munich,64586.53833,Disruption,0
Munich,64586.53833,Capacity,0
Munich,64586.53833,Weather,4925
Munich,64586.53833,Event,0
Munich,64586.53833,Staffing,0
Munich,59069.10167,Disruption,0
Munich,59069.10167,Capacity,0
Munich,59069.10167,Weather,3117
Munich,59069.10167,Event,0
Munich,59069.10167,Staffing,0
Munich,43367.9,Disruption,0
Munich,43367.9,Capacity,0
Munich,43367.9,Weather,412
Munich,43367.9,Event,0
Munich,43367.9,Staffing,0
Munich,33933.2,Disruption,0
Munich,33933.2,Capacity,0
Munich,33933.2,Weather,6274
Munich,33933.2,Event,0
Munich,33933.2,Staffing,0
Munich,42276.7,Disruption,0
Munich,42276.7,Capacity,0
Munich,42276.7,Weather,2939
Munich,42276.7,Event,0
Munich,42276.7,Staffing,0
Munich,54032.3,Disruption,0
Munich,54032.3,Capacity,0
Munich,54032.3,Weather,1099
Munich,54032.3,Event,0
Munich,54032.3,Staffing,0
Munich,50419.6,Disruption,0
Munich,50419.6,Capacity,0
Munich,50419.6,Weather,606
Munich,50419.6,Event,0
Munich,50419.6,Staffing,0
Munich,62405.4,Disruption,0
Munich,62405.4,Capacity,0
Munich,62405.4,Weather,3233
Munich,62405.4,Event,0
Munich,62405.4,Staffing,0
Munich,60731.5,Disruption,38
Munich,60731.5,Capacity,0
Munich,60731.5,Weather,9134
Munich,60731.5,Event,0
Munich,60731.5,Staffing,0
Munich,64047,Disruption,0
Munich,64047,Capacity,0
Munich,64047,Weather,13073
Munich,64047,Event,0
Munich,64047,Staffing,0
Munich,59215.5,Disruption,0
Munich,59215.5,Capacity,1615
Munich,59215.5,Weather,4104
Munich,59215.5,Event,0
Munich,59215.5,Staffing,0
Munich,64234.3,Disruption,0
Munich,64234.3,Capacity,0
Munich,64234.3,Weather,809
Munich,64234.3,Event,0
Munich,64234.3,Staffing,0
Munich,64435.4,Disruption,0
Munich,64435.4,Capacity,0
Munich,64435.4,Weather,5429
Munich,64435.4,Event,0
Munich,64435.4,Staffing,0
Munich,49030.3,Disruption,0
Munich,49030.3,Capacity,0
Munich,49030.3,Weather,1432
Munich,49030.3,Event,0
Munich,49030.3,Staffing,0
Munich,40192.7,Disruption,0
Munich,40192.7,Capacity,0
Munich,40192.7,Weather,2240
Munich,40192.7,Event,0
Munich,40192.7,Staffing,0
Munich,38125.9,Disruption,0
Munich,38125.9,Capacity,0
Munich,38125.9,Weather,1631
Munich,38125.9,Event,0
Munich,38125.9,Staffing,0
Munich,39774.2,Disruption,0
Munich,39774.2,Capacity,758
Munich,39774.2,Weather,3035
Munich,39774.2,Event,0
Munich,39774.2,Staffing,302
Munich,26665.3,Disruption,0
Munich,26665.3,Capacity,0
Munich,26665.3,Weather,2629
Munich,26665.3,Event,0
Munich,26665.3,Staffing,0
Munich,31586.5,Disruption,0
Munich,31586.5,Capacity,0
Munich,31586.5,Weather,872
Munich,31586.5,Event,0
Munich,31586.5,Staffing,0
Munich,31163.6,Disruption,0
Munich,31163.6,Capacity,1373
Munich,31163.6,Weather,797
Munich,31163.6,Event,0
Munich,31163.6,Staffing,0
Munich,22686.2,Disruption,0
Munich,22686.2,Capacity,1841
Munich,22686.2,Weather,887
Munich,22686.2,Event,0
Munich,22686.2,Staffing,0
Munich,18610.4,Disruption,0
Munich,18610.4,Capacity,0
Munich,18610.4,Weather,1202
Munich,18610.4,Event,0
Munich,18610.4,Staffing,0
Munich,16989.6,Disruption,0
Munich,16989.6,Capacity,0
Munich,16989.6,Weather,174
Munich,16989.6,Event,0
Munich,16989.6,Staffing,0
Munich,12935,Disruption,0
Munich,12935,Capacity,0
Munich,12935,Weather,255
Munich,12935,Event,0
Munich,12935,Staffing,0
Munich,13495.4,Disruption,0
Munich,13495.4,Capacity,0
Munich,13495.4,Weather,0
Munich,13495.4,Event,87
Munich,13495.4,Staffing,0
Munich,12930.1,Disruption,0
Munich,12930.1,Capacity,169
Munich,12930.1,Weather,0
Munich,12930.1,Event,0
Munich,12930.1,Staffing,0
Munich,24757.4,Disruption,0
Munich,24757.4,Capacity,322
Munich,24757.4,Weather,0
Munich,24757.4,Event,0
Munich,24757.4,Staffing,0
Munich,36790.4,Disruption,0
Munich,36790.4,Capacity,0
Munich,36790.4,Weather,5474
Munich,36790.4,Event,238
Munich,36790.4,Staffing,0
Munich,38504.3,Disruption,636
Munich,38504.3,Capacity,0
Munich,38504.3,Weather,11682
Munich,38504.3,Event,265
Munich,38504.3,Staffing,0
Munich,36268.6,Disruption,31
Munich,36268.6,Capacity,0
Munich,36268.6,Weather,312
Munich,36268.6,Event,0
Munich,36268.6,Staffing,0
Munich,40512.6,Disruption,0
Munich,40512.6,Capacity,0
Munich,40512.6,Weather,1841
Munich,40512.6,Event,0
Munich,40512.6,Staffing,0
Munich,45628.4,Disruption,0
Munich,45628.4,Capacity,0
Munich,45628.4,Weather,2537
Munich,45628.4,Event,0
Munich,45628.4,Staffing,296
Munich,41601.3,Disruption,222
Munich,41601.3,Capacity,0
Munich,41601.3,Weather,385
Munich,41601.3,Event,0
Munich,41601.3,Staffing,0
Munich,32667.6,Disruption,0
Munich,32667.6,Capacity,0
Munich,32667.6,Weather,0
Munich,32667.6,Event,0
Munich,32667.6,Staffing,0
Munich,25294.4,Disruption,0
Munich,25294.4,Capacity,0
Munich,25294.4,Weather,5654
Munich,25294.4,Event,332
Munich,25294.4,Staffing,0
Munich,21334.5,Disruption,0
Munich,21334.5,Capacity,0
Munich,21334.5,Weather,3058
Munich,21334.5,Event,0
Munich,21334.5,Staffing,0
Munich,28477.2,Disruption,0
Munich,28477.2,Capacity,0
Munich,28477.2,Weather,1361
Munich,28477.2,Event,0
Munich,28477.2,Staffing,0
Munich,36053.1,Disruption,0
Munich,36053.1,Capacity,0
Munich,36053.1,Weather,770
Munich,36053.1,Event,0
Munich,36053.1,Staffing,0
Munich,37465.9,Disruption,0
Munich,37465.9,Capacity,0
Munich,37465.9,Weather,2551
Munich,37465.9,Event,0
Munich,37465.9,Staffing,0
Munich,40409,Disruption,0
Munich,40409,Capacity,0
Munich,40409,Weather,4553
Munich,40409,Event,0
Munich,40409,Staffing,0
Munich,43395.2,Disruption,0
Munich,43395.2,Capacity,0
Munich,43395.2,Weather,16621
Munich,43395.2,Event,0
Munich,43395.2,Staffing,225
Munich,42722.4,Disruption,0
Munich,42722.4,Capacity,280
Munich,42722.4,Weather,4937
Munich,42722.4,Event,0
Munich,42722.4,Staffing,0
Munich,43087.5,Disruption,0
Munich,43087.5,Capacity,0
Munich,43087.5,Weather,612
Munich,43087.5,Event,0
Munich,43087.5,Staffing,0
Munich,42537.9,Disruption,0
Munich,42537.9,Capacity,141
Munich,42537.9,Weather,1734
Munich,42537.9,Event,0
Munich,42537.9,Staffing,0
Munich,28303.4,Disruption,0
Munich,28303.4,Capacity,0
Munich,28303.4,Weather,936
Munich,28303.4,Event,0
Munich,28303.4,Staffing,0
Munich,23241.5,Disruption,950
Munich,23241.5,Capacity,3349
Munich,23241.5,Weather,1607
Munich,23241.5,Event,0
Munich,23241.5,Staffing,0
Munich,22439.3,Disruption,0
Munich,22439.3,Capacity,0
Munich,22439.3,Weather,201
Munich,22439.3,Event,0
Munich,22439.3,Staffing,0
Munich,30772.5,Disruption,0
Munich,30772.5,Capacity,0
Munich,30772.5,Weather,252
Munich,30772.5,Event,0
Munich,30772.5,Staffing,0
Munich,40873.9,Disruption,0
Munich,40873.9,Capacity,280
Munich,40873.9,Weather,3482
Munich,40873.9,Event,851
Munich,40873.9,Staffing,0
Munich,48295.6,Disruption,0
Munich,48295.6,Capacity,1348
Munich,48295.6,Weather,12678
Munich,48295.6,Event,0
Munich,48295.6,Staffing,0
Munich,51529.4,Disruption,0
Munich,51529.4,Capacity,8
Munich,51529.4,Weather,13495
Munich,51529.4,Event,0
Munich,51529.4,Staffing,0
Munich,49473.1,Disruption,25
Munich,49473.1,Capacity,0
Munich,49473.1,Weather,11251
Munich,49473.1,Event,0
Munich,49473.1,Staffing,0
Munich,49572.6,Disruption,0
Munich,49572.6,Capacity,0
Munich,49572.6,Weather,8040
Munich,49572.6,Event,0
Munich,49572.6,Staffing,0
Munich,49023.7,Disruption,0
Munich,49023.7,Capacity,0
Munich,49023.7,Weather,3826
Munich,49023.7,Event,0
Munich,49023.7,Staffing,0
Munich,50884.8,Disruption,0
Munich,50884.8,Capacity,0
Munich,50884.8,Weather,2875
Munich,50884.8,Event,0
Munich,50884.8,Staffing,239
Munich,35541.5,Disruption,263
Munich,35541.5,Capacity,0
Munich,35541.5,Weather,1444
Munich,35541.5,Event,0
Munich,35541.5,Staffing,0
Munich,27048.6,Disruption,0
Munich,27048.6,Capacity,0
Munich,27048.6,Weather,1559
Munich,27048.6,Event,0
Munich,27048.6,Staffing,0
Leipzig-Halle,6755.201667,Disruption,0
Leipzig-Halle,6755.201667,Capacity,0
Leipzig-Halle,6755.201667,Weather,799
Leipzig-Halle,6755.201667,Event,0
Leipzig-Halle,6755.201667,Staffing,0
Leipzig-Halle,5546.135,Disruption,0
Leipzig-Halle,5546.135,Capacity,0
Leipzig-Halle,5546.135,Weather,4358
Leipzig-Halle,5546.135,Event,0
Leipzig-Halle,5546.135,Staffing,0
Leipzig-Halle,7782.503333,Disruption,0
Leipzig-Halle,7782.503333,Capacity,0
Leipzig-Halle,7782.503333,Weather,743
Leipzig-Halle,7782.503333,Event,0
Leipzig-Halle,7782.503333,Staffing,0
Leipzig-Halle,7783.183333,Disruption,0
Leipzig-Halle,7783.183333,Capacity,180
Leipzig-Halle,7783.183333,Weather,133
Leipzig-Halle,7783.183333,Event,0
Leipzig-Halle,7783.183333,Staffing,0
Leipzig-Halle,9432.233333,Disruption,0
Leipzig-Halle,9432.233333,Capacity,378
